,Sheetname,Date,Procedure,Test,Jar,Floc,Floc_Dosage (ppm),Coag,Coag_Dosage (ppm),Coagulant:Flocculant,Turbs,RANK,MAX,MIN,RANGE,Comment,Trub % decrease
39,July 2022(D),2022-07-20,slurry method,July 2022(D)_7,2,8181,0.5,2537A,10.0,10 ppm:2537A   0.5 ppm:8181,248.0,5,472.0,60.1,411.9,there is an increase in FW as dosage increase.  Not much of a noticeable change in floc size. J6>j5>j4>j3>j2>j1 for settling rates,0.4745762711864407
40,July 2022(D),2022-07-20,slurry method,July 2022(D)_7,3,8181,1.0,2537A,10.0,10 ppm:2537A   1 ppm:8181,158.0,4,472.0,60.1,411.9,there is an increase in FW as dosage increase.  Not much of a noticeable change in floc size. J6>j5>j4>j3>j2>j1 for settling rates,0.6652542372881356
41,July 2022(D),2022-07-20,slurry method,July 2022(D)_7,4,8181,1.5,2537A,10.0,10 ppm:2537A   1.5 ppm:8181,119.0,3,472.0,60.1,411.9,there is an increase in FW as dosage increase.  Not much of a noticeable change in floc size. J6>j5>j4>j3>j2>j1 for settling rates,0.7478813559322034
42,July 2022(D),2022-07-20,slurry method,July 2022(D)_7,5,8181,2.0,2537A,10.0,10 ppm:2537A   2 ppm:8181,63.0,2,472.0,60.1,411.9,there is an increase in FW as dosage increase.  Not much of a noticeable change in floc size. J6>j5>j4>j3>j2>j1 for settling rates,0.8665254237288136
43,July 2022(D),2022-07-20,slurry method,July 2022(D)_7,6,8181,2.5,2537A,10.0,10 ppm:2537A   2.5 ppm:8181,60.1,1,472.0,60.1,411.9,there is an increase in FW as dosage increase.  Not much of a noticeable change in floc size. J6>j5>j4>j3>j2>j1 for settling rates,0.8726694915254237
44,July 2022(D),2022-07-20,slurry method,July 2022(D)_8,1,blank,0.0,blank,0.0,0 ppm:blank   0 ppm:blank,393.0,5,520.0,90.3,429.7,same obs as exp 7,0.0
45,July 2022(D),2022-07-20,slurry method,July 2022(D)_8,2,8181,0.5,1580,10.0,10 ppm:1580   0.5 ppm:8181,520.0,6,520.0,90.3,429.7,same obs as exp 7,-0.3231552162849873
46,July 2022(D),2022-07-20,slurry method,July 2022(D)_8,3,8181,1.0,1580,10.0,10 ppm:1580   1 ppm:8181,240.0,4,520.0,90.3,429.7,same obs as exp 7,0.3893129770992366
47,July 2022(D),2022-07-20,slurry method,July 2022(D)_8,4,8181,1.5,1580,10.0,10 ppm:1580   1.5 ppm:8181,141.0,3,520.0,90.3,429.7,same obs as exp 7,0.6412213740458015
48,July 2022(D),2022-07-20,slurry method,July 2022(D)_8,5,8181,2.0,1580,10.0,10 ppm:1580   2 ppm:8181,103.0,2,520.0,90.3,429.7,same obs as exp 7,0.7379134860050891
49,July 2022(D),2022-07-20,slurry method,July 2022(D)_8,6,8181,2.5,1580,10.0,10 ppm:1580   2.5 ppm:8181,90.3,1,520.0,90.3,429.7,same obs as exp 7,0.7702290076335877
50,July 2022(D),2022-07-20,slurry method,July 2022(D)_9,1,blank,0.0,blank,0.0,0 ppm:blank   0 ppm:blank,999.0,6,999.0,168.0,831.0,"same obs as exp 7, no big effect with coag but doasge is low.",0.0
51,July 2022(D),2022-07-20,slurry method,July 2022(D)_9,2,8181,0.5,18114,10.0,10 ppm:18114   0.5 ppm:8181,873.0,5,999.0,168.0,831.0,"same obs as exp 7, no big effect with coag but doasge is low.",0.12612612612612611
52,July 2022(D),2022-07-20,slurry method,July 2022(D)_9,3,8181,1.0,18114,10.0,10 ppm:18114   1 ppm:8181,539.0,4,999.0,168.0,831.0,"same obs as exp 7, no big effect with coag but doasge is low.",0.46046046046046046
53,July 2022(D),2022-07-20,slurry method,July 2022(D)_9,4,8181,1.5,18114,10.0,10 ppm:18114   1.5 ppm:8181,346.0,3,999.0,168.0,831.0,"same obs as exp 7, no big effect with coag but doasge is low.",0.6536536536536537
54,July 2022(D),2022-07-20,slurry method,July 2022(D)_9,5,8181,2.0,18114,10.0,10 ppm:18114   2 ppm:8181,340.0,2,999.0,168.0,831.0,"same obs as exp 7, no big effect with coag but doasge is low.",0.6596596596596597
55,July 2022(D),2022-07-20,slurry method,July 2022(D)_9,6,8181,2.5,18114,10.0,10 ppm:18114   2.5 ppm:8181,168.0,1,999.0,168.0,831.0,"same obs as exp 7, no big effect with coag but doasge is low.",0.8318318318318318
56,July 2022(D),2022-07-21,slurry method,July 2022(D)_10,1,8181,1.0,18114,10.0,10 ppm:18114   1 ppm:8181,141.0,6,141.0,31.1,109.9,J3 looks the best with large particles and lots of FW even during both stir periods. Particle size largest J5<J1<J6<J2<J4<J3.  settling rate 16>15>24>25>31>38 for j4>j3>j1>j2>j5>j6.  j6 finished the best with water clarity,0.0
57,July 2022(D),2022-07-21,slurry method,July 2022(D)_10,2,7878,1.0,18114,10.0,10 ppm:18114   1 ppm:7878,57.5,2,141.0,31.1,109.9,J3 looks the best with large particles and lots of FW even during both stir periods. Particle size largest J5<J1<J6<J2<J4<J3.  settling rate 16>15>24>25>31>38 for j4>j3>j1>j2>j5>j6.  j6 finished the best with water clarity,0.5921985815602837
58,July 2022(D),2022-07-21,slurry method,July 2022(D)_10,3,7767,1.0,18114,10.0,10 ppm:18114   1 ppm:7767,82.9,4,141.0,31.1,109.9,J3 looks the best with large particles and lots of FW even during both stir periods. Particle size largest J5<J1<J6<J2<J4<J3.  settling rate 16>15>24>25>31>38 for j4>j3>j1>j2>j5>j6.  j6 finished the best with water clarity,0.41205673758865247
59,July 2022(D),2022-07-21,slurry method,July 2022(D)_10,4,3058,1.0,18114,10.0,10 ppm:18114   1 ppm:3058,134.0,5,141.0,31.1,109.9,J3 looks the best with large particles and lots of FW even during both stir periods. Particle size largest J5<J1<J6<J2<J4<J3.  settling rate 16>15>24>25>31>38 for j4>j3>j1>j2>j5>j6.  j6 finished the best with water clarity,0.04964539007092199
60,July 2022(D),2022-07-21,slurry method,July 2022(D)_10,5,3090,1.0,18114,10.0,10 ppm:18114   1 ppm:3090,73.6,3,141.0,31.1,109.9,J3 looks the best with large particles and lots of FW even during both stir periods. Particle size largest J5<J1<J6<J2<J4<J3.  settling rate 16>15>24>25>31>38 for j4>j3>j1>j2>j5>j6.  j6 finished the best with water clarity,0.47801418439716314
61,July 2022(D),2022-07-21,slurry method,July 2022(D)_10,6,61610,1.0,18114,10.0,10 ppm:18114   1 ppm:61610,31.1,1,141.0,31.1,109.9,J3 looks the best with large particles and lots of FW even during both stir periods. Particle size largest J5<J1<J6<J2<J4<J3.  settling rate 16>15>24>25>31>38 for j4>j3>j1>j2>j5>j6.  j6 finished the best with water clarity,0.7794326241134752
62,July 2022(D),2022-07-21,slurry method,July 2022(D)_11,1,8181,1.0,1580,10.0,10 ppm:1580   1 ppm:8181,115.0,3,277.0,43.1,233.9,"very similar trend with particle size as exp 10.  J3 lots of FW.  J4 15, J3 16, j1 24, j6 27, then j2 and J5.  water clarity looks best in J6.",0.0
63,July 2022(D),2022-07-21,slurry method,July 2022(D)_11,2,7878,1.0,1580,10.0,10 ppm:1580   1 ppm:7878,166.0,4,277.0,43.1,233.9,"very similar trend with particle size as exp 10.  J3 lots of FW.  J4 15, J3 16, j1 24, j6 27, then j2 and J5.  water clarity looks best in J6.",-0.4434782608695652
64,July 2022(D),2022-07-21,slurry method,July 2022(D)_11,3,7767,1.0,1580,10.0,10 ppm:1580   1 ppm:7767,183.0,5,277.0,43.1,233.9,"very similar trend with particle size as exp 10.  J3 lots of FW.  J4 15, J3 16, j1 24, j6 27, then j2 and J5.  water clarity looks best in J6.",-0.591304347826087
65,July 2022(D),2022-07-21,slurry method,July 2022(D)_11,4,3058,1.0,1580,10.0,10 ppm:1580   1 ppm:3058,277.0,6,277.0,43.1,233.9,"very similar trend with particle size as exp 10.  J3 lots of FW.  J4 15, J3 16, j1 24, j6 27, then j2 and J5.  water clarity looks best in J6.",-1.4086956521739131
66,July 2022(D),2022-07-21,slurry method,July 2022(D)_11,5,3090,1.0,1580,10.0,10 ppm:1580   1 ppm:3090,106.0,2,277.0,43.1,233.9,"very similar trend with particle size as exp 10.  J3 lots of FW.  J4 15, J3 16, j1 24, j6 27, then j2 and J5.  water clarity looks best in J6.",0.0782608695652174
67,July 2022(D),2022-07-21,slurry method,July 2022(D)_11,6,61610,1.0,1580,10.0,10 ppm:1580   1 ppm:61610,43.1,1,277.0,43.1,233.9,"very similar trend with particle size as exp 10.  J3 lots of FW.  J4 15, J3 16, j1 24, j6 27, then j2 and J5.  water clarity looks best in J6.",0.6252173913043478
68,July 2022(D),2022-07-21,slurry,July 2022(D)_12,1,blank,0.0,blank,0.0,0 ppm:blank   0 ppm:blank,404.0,6,404.0,99.9,304.1,"very good dosage response, with large particle size and lots of FW.  Settling rate is j6>j5>j4>j3>j2>j1",0.0
69,July 2022(D),2022-07-21,slurry,July 2022(D)_12,2,3058,0.5,2537A,10.0,10 ppm:2537A   0.5 ppm:3058,327.0,5,404.0,99.9,304.1,"very good dosage response, with large particle size and lots of FW.  Settling rate is j6>j5>j4>j3>j2>j1",0.1905940594059406
70,July 2022(D),2022-07-21,slurry,July 2022(D)_12,3,3058,1.0,2537A,10.0,10 ppm:2537A   1 ppm:3058,302.0,4,404.0,99.9,304.1,"very good dosage response, with large particle size and lots of FW.  Settling rate is j6>j5>j4>j3>j2>j1",0.2524752475247525
71,July 2022(D),2022-07-21,slurry,July 2022(D)_12,4,3058,1.5,2537A,10.0,10 ppm:2537A   1.5 ppm:3058,204.0,3,404.0,99.9,304.1,"very good dosage response, with large particle size and lots of FW.  Settling rate is j6>j5>j4>j3>j2>j1",0.49504950495049505
72,July 2022(D),2022-07-21,slurry,July 2022(D)_12,5,3058,2.0,2537A,10.0,10 ppm:2537A   2 ppm:3058,137.0,2,404.0,99.9,304.1,"very good dosage response, with large particle size and lots of FW.  Settling rate is j6>j5>j4>j3>j2>j1",0.6608910891089109
73,July 2022(D),2022-07-21,slurry,July 2022(D)_12,6,3058,2.5,2537A,10.0,10 ppm:2537A   2.5 ppm:3058,99.9,1,404.0,99.9,304.1,"very good dosage response, with large particle size and lots of FW.  Settling rate is j6>j5>j4>j3>j2>j1",0.7527227722772277
74,July 2022(D),2022-07-21,slurry,July 2022(D)_13,1,61610,1.5,18114,15.0,15 ppm:18114   1.5 ppm:61610,39.0,3,121.0,31.9,89.1,good particle growth with increased floc.  Settling rate increased likewise and all faster than settling rates for J4-6. no difference between J4-J6.  collected at 3 min mark.,0.0
75,July 2022(D),2022-07-21,slurry,July 2022(D)_13,2,61610,1.0,18114,15.0,15 ppm:18114   1 ppm:61610,52.9,4,121.0,31.9,89.1,good particle growth with increased floc.  Settling rate increased likewise and all faster than settling rates for J4-6. no difference between J4-J6.  collected at 3 min mark.,-0.35641025641025637
76,July 2022(D),2022-07-21,slurry,July 2022(D)_13,3,61610,0.5,18114,15.0,15 ppm:18114   0.5 ppm:61610,121.0,6,121.0,31.9,89.1,good particle growth with increased floc.  Settling rate increased likewise and all faster than settling rates for J4-6. no difference between J4-J6.  collected at 3 min mark.,-2.1025641025641026
77,July 2022(D),2022-07-21,slurry,July 2022(D)_13,4,61610,1.0,18114,10.0,10 ppm:18114   1 ppm:61610,65.8,5,121.0,31.9,89.1,good particle growth with increased floc.  Settling rate increased likewise and all faster than settling rates for J4-6. no difference between J4-J6.  collected at 3 min mark.,-0.6871794871794871
78,July 2022(D),2022-07-21,slurry,July 2022(D)_13,5,61610,1.0,18114,20.0,20 ppm:18114   1 ppm:61610,34.8,2,121.0,31.9,89.1,good particle growth with increased floc.  Settling rate increased likewise and all faster than settling rates for J4-6. no difference between J4-J6.  collected at 3 min mark.,0.10769230769230777
79,July 2022(D),2022-07-21,slurry,July 2022(D)_13,6,61610,1.0,18114,30.0,30 ppm:18114   1 ppm:61610,31.9,1,121.0,31.9,89.1,good particle growth with increased floc.  Settling rate increased likewise and all faster than settling rates for J4-6. no difference between J4-J6.  collected at 3 min mark.,0.1820512820512821
80,July 2022(D),2022-08-03,slurry,July 2022(D)_14,1,blank,0.0,blank,0.0,0 ppm:blank   0 ppm:blank,322.0,6,322.0,43.1,278.9,"J3 & J5 has the most FW during stir, particle size looks smallest in J6.  settling rates for J2-J5 very similar, J6 is the slowest. Collect at 3 min.",0.0
81,July 2022(D),2022-08-03,slurry,July 2022(D)_14,2,8181,1.0,2537A,15.0,15 ppm:2537A   1 ppm:8181,108.0,5,322.0,43.1,278.9,"J3 & J5 has the most FW during stir, particle size looks smallest in J6.  settling rates for J2-J5 very similar, J6 is the slowest. Collect at 3 min.",0.6645962732919255
82,July 2022(D),2022-08-03,slurry,July 2022(D)_14,3,8181,1.0,1580,15.0,15 ppm:1580   1 ppm:8181,96.0,4,322.0,43.1,278.9,"J3 & J5 has the most FW during stir, particle size looks smallest in J6.  settling rates for J2-J5 very similar, J6 is the slowest. Collect at 3 min.",0.7018633540372671
83,July 2022(D),2022-08-03,slurry,July 2022(D)_14,4,8181,1.0,18114,15.0,15 ppm:18114   1 ppm:8181,91.4,3,322.0,43.1,278.9,"J3 & J5 has the most FW during stir, particle size looks smallest in J6.  settling rates for J2-J5 very similar, J6 is the slowest. Collect at 3 min.",0.7161490683229813
84,July 2022(D),2022-08-03,slurry,July 2022(D)_14,5,7878,1.0,18114,15.0,15 ppm:18114   1 ppm:7878,43.1,1,322.0,43.1,278.9,"J3 & J5 has the most FW during stir, particle size looks smallest in J6.  settling rates for J2-J5 very similar, J6 is the slowest. Collect at 3 min.",0.8661490683229813
85,July 2022(D),2022-08-03,slurry,July 2022(D)_14,6,61610,1.0,18114,15.0,15 ppm:18114   1 ppm:61610,60.4,2,322.0,43.1,278.9,"J3 & J5 has the most FW during stir, particle size looks smallest in J6.  settling rates for J2-J5 very similar, J6 is the slowest. Collect at 3 min.",0.8124223602484473
86,July 2022(D),2022-08-03,slurry,July 2022(D)_15,1,blank,0.0,blank,0.0,0 ppm:blank   0 ppm:blank,371.0,6,371.0,77.3,293.7,"18114 gives cloudiness and it increases with dosgae increase.  More floc larger particles & faster settling.  The settling rate does seem to slow with more coag.  Much better water clarity with increased coag.  Sludge bed is less compact with high coag, 150 mL at 30 ppm, 125 at 20 and 120 at 15.",0.0
87,July 2022(D),2022-08-03,slurry,July 2022(D)_15,2,8181,1.5,18114,15.0,15 ppm:18114   1.5 ppm:8181,104.0,3,371.0,77.3,293.7,"18114 gives cloudiness and it increases with dosgae increase.  More floc larger particles & faster settling.  The settling rate does seem to slow with more coag.  Much better water clarity with increased coag.  Sludge bed is less compact with high coag, 150 mL at 30 ppm, 125 at 20 and 120 at 15.",0.7196765498652291
88,July 2022(D),2022-08-03,slurry,July 2022(D)_15,3,8181,1.0,18114,15.0,15 ppm:18114   1 ppm:8181,116.0,4,371.0,77.3,293.7,"18114 gives cloudiness and it increases with dosgae increase.  More floc larger particles & faster settling.  The settling rate does seem to slow with more coag.  Much better water clarity with increased coag.  Sludge bed is less compact with high coag, 150 mL at 30 ppm, 125 at 20 and 120 at 15.",0.6873315363881402
89,July 2022(D),2022-08-03,slurry,July 2022(D)_15,4,8181,0.5,18114,15.0,15 ppm:18114   0.5 ppm:8181,129.0,5,371.0,77.3,293.7,"18114 gives cloudiness and it increases with dosgae increase.  More floc larger particles & faster settling.  The settling rate does seem to slow with more coag.  Much better water clarity with increased coag.  Sludge bed is less compact with high coag, 150 mL at 30 ppm, 125 at 20 and 120 at 15.",0.6522911051212938
90,July 2022(D),2022-08-03,slurry,July 2022(D)_15,5,8181,0.5,18114,20.0,20 ppm:18114   0.5 ppm:8181,100.0,2,371.0,77.3,293.7,"18114 gives cloudiness and it increases with dosgae increase.  More floc larger particles & faster settling.  The settling rate does seem to slow with more coag.  Much better water clarity with increased coag.  Sludge bed is less compact with high coag, 150 mL at 30 ppm, 125 at 20 and 120 at 15.",0.7304582210242587
91,July 2022(D),2022-08-03,slurry,July 2022(D)_15,6,8181,0.5,18114,30.0,30 ppm:18114   0.5 ppm:8181,77.3,1,371.0,77.3,293.7,"18114 gives cloudiness and it increases with dosgae increase.  More floc larger particles & faster settling.  The settling rate does seem to slow with more coag.  Much better water clarity with increased coag.  Sludge bed is less compact with high coag, 150 mL at 30 ppm, 125 at 20 and 120 at 15.",0.791644204851752
92,July 2022(D),2022-08-03,slurry,July 2022(D)_16,1,blank,0.0,blank,0.0,0 ppm:blank   0 ppm:blank,552.0,6,552.0,40.7,511.3,"same cloudiness. But no diff in particle size. J2 fastest settling, followed  by J3.  no diff in settling between J4-J6. no difference in sludge compaction",0.0
93,July 2022(D),2022-08-03,slurry,July 2022(D)_16,2,61610,1.5,18114,15.0,15 ppm:18114   1.5 ppm:61610,60.7,3,552.0,40.7,511.3,"same cloudiness. But no diff in particle size. J2 fastest settling, followed  by J3.  no diff in settling between J4-J6. no difference in sludge compaction",0.890036231884058
94,July 2022(D),2022-08-03,slurry,July 2022(D)_16,3,61610,1.0,18114,15.0,15 ppm:18114   1 ppm:61610,65.5,4,552.0,40.7,511.3,"same cloudiness. But no diff in particle size. J2 fastest settling, followed  by J3.  no diff in settling between J4-J6. no difference in sludge compaction",0.8813405797101449
95,July 2022(D),2022-08-03,slurry,July 2022(D)_16,4,61610,0.5,18114,15.0,15 ppm:18114   0.5 ppm:61610,95.0,5,552.0,40.7,511.3,"same cloudiness. But no diff in particle size. J2 fastest settling, followed  by J3.  no diff in settling between J4-J6. no difference in sludge compaction",0.8278985507246377
96,July 2022(D),2022-08-03,slurry,July 2022(D)_16,5,61610,0.5,18114,20.0,20 ppm:18114   0.5 ppm:61610,43.4,2,552.0,40.7,511.3,"same cloudiness. But no diff in particle size. J2 fastest settling, followed  by J3.  no diff in settling between J4-J6. no difference in sludge compaction",0.9213768115942029
97,July 2022(D),2022-08-03,slurry,July 2022(D)_16,6,61610,0.5,18114,30.0,30 ppm:18114   0.5 ppm:61610,40.7,1,552.0,40.7,511.3,"same cloudiness. But no diff in particle size. J2 fastest settling, followed  by J3.  no diff in settling between J4-J6. no difference in sludge compaction",0.926268115942029
98,July 2022(D),2022-08-03,slurry,July 2022(D)_17,1,blank,0.0,blank,0.0,0 ppm:blank   0 ppm:blank,346.0,6,346.0,37.6,308.4,"excellent response with Lrger particle as floc increases, coag doesn't affect size.  Lots of FW in all jars. Much faster settling rate with 7878 over other flocs.  J2>J3>J4>J5>J6…more coags slows settling slightly.",0.0
99,July 2022(D),2022-08-03,slurry,July 2022(D)_17,2,7878,1.5,18114,15.0,15 ppm:18114   1.5 ppm:7878,37.6,1,346.0,37.6,308.4,"excellent response with Lrger particle as floc increases, coag doesn't affect size.  Lots of FW in all jars. Much faster settling rate with 7878 over other flocs.  J2>J3>J4>J5>J6…more coags slows settling slightly.",0.8913294797687861
100,July 2022(D),2022-08-03,slurry,July 2022(D)_17,3,7878,1.0,18114,15.0,15 ppm:18114   1 ppm:7878,52.8,3,346.0,37.6,308.4,"excellent response with Lrger particle as floc increases, coag doesn't affect size.  Lots of FW in all jars. Much faster settling rate with 7878 over other flocs.  J2>J3>J4>J5>J6…more coags slows settling slightly.",0.8473988439306358
101,July 2022(D),2022-08-03,slurry,July 2022(D)_17,4,7878,0.5,18114,15.0,15 ppm:18114   0.5 ppm:7878,88.0,5,346.0,37.6,308.4,"excellent response with Lrger particle as floc increases, coag doesn't affect size.  Lots of FW in all jars. Much faster settling rate with 7878 over other flocs.  J2>J3>J4>J5>J6…more coags slows settling slightly.",0.7456647398843931
102,July 2022(D),2022-08-03,slurry,July 2022(D)_17,5,7878,0.5,18114,20.0,20 ppm:18114   0.5 ppm:7878,64.8,4,346.0,37.6,308.4,"excellent response with Lrger particle as floc increases, coag doesn't affect size.  Lots of FW in all jars. Much faster settling rate with 7878 over other flocs.  J2>J3>J4>J5>J6…more coags slows settling slightly.",0.8127167630057803
103,July 2022(D),2022-08-03,slurry,July 2022(D)_17,6,7878,0.5,18114,30.0,30 ppm:18114   0.5 ppm:7878,45.0,2,346.0,37.6,308.4,"excellent response with Lrger particle as floc increases, coag doesn't affect size.  Lots of FW in all jars. Much faster settling rate with 7878 over other flocs.  J2>J3>J4>J5>J6…more coags slows settling slightly.",0.869942196531792
104,July 2022(D),2022-08-03,settling test - use slurry procedure with 20% sludge,July 2022(D)_18,1,blank,0.0,blank,0.0,0 ppm:blank   0 ppm:blank,533.0,6,533.0,151.0,382.0,no particle size growth difference bt the jars. J4-6 had the same particel size.  There is a slight increase in settling rate with more floc. 5 min settling,0.0
105,July 2022(D),2022-08-03,settling test - use slurry procedure with 20% sludge,July 2022(D)_18,2,8181,0.5,2537A,30.0,30 ppm:2537A   0.5 ppm:8181,151.0,1,533.0,151.0,382.0,no particle size growth difference bt the jars. J4-6 had the same particel size.  There is a slight increase in settling rate with more floc. 5 min settling,0.7166979362101313
106,July 2022(D),2022-08-03,settling test - use slurry procedure with 20% sludge,July 2022(D)_18,3,8181,0.5,2537A,20.0,20 ppm:2537A   0.5 ppm:8181,172.0,2,533.0,151.0,382.0,no particle size growth difference bt the jars. J4-6 had the same particel size.  There is a slight increase in settling rate with more floc. 5 min settling,0.6772983114446529
107,July 2022(D),2022-08-03,settling test - use slurry procedure with 20% sludge,July 2022(D)_18,4,8181,0.5,2537A,15.0,15 ppm:2537A   0.5 ppm:8181,425.0,5,533.0,151.0,382.0,no particle size growth difference bt the jars. J4-6 had the same particel size.  There is a slight increase in settling rate with more floc. 5 min settling,0.2026266416510319
108,July 2022(D),2022-08-03,settling test - use slurry procedure with 20% sludge,July 2022(D)_18,5,8181,1.0,2537A,15.0,15 ppm:2537A   1 ppm:8181,318.0,3,533.0,151.0,382.0,no particle size growth difference bt the jars. J4-6 had the same particel size.  There is a slight increase in settling rate with more floc. 5 min settling,0.40337711069418386
109,July 2022(D),2022-08-03,settling test - use slurry procedure with 20% sludge,July 2022(D)_18,6,8181,1.5,2537A,15.0,15 ppm:2537A   1.5 ppm:8181,332.0,4,533.0,151.0,382.0,no particle size growth difference bt the jars. J4-6 had the same particel size.  There is a slight increase in settling rate with more floc. 5 min settling,0.3771106941838649
110,July 2022(D),2022-08-03,settling test - use slurry procedure with 20% sludge,July 2022(D)_19,1,8181,1.0,1580,15.0,15 ppm:1580   1 ppm:8181,541.0,6,541.0,132.0,409.0,18114 jars all showed a particulate formation but not 1580.  j4 looked the best during the stir period.  7878 jars showed the fastest settling,0.0
111,July 2022(D),2022-08-03,settling test - use slurry procedure with 20% sludge,July 2022(D)_19,2,8181,1.0,18114,15.0,15 ppm:18114   1 ppm:8181,522.0,5,541.0,132.0,409.0,18114 jars all showed a particulate formation but not 1580.  j4 looked the best during the stir period.  7878 jars showed the fastest settling,0.03512014787430684
112,July 2022(D),2022-08-03,settling test - use slurry procedure with 20% sludge,July 2022(D)_19,3,7878,1.0,1580,15.0,15 ppm:1580   1 ppm:7878,305.0,4,541.0,132.0,409.0,18114 jars all showed a particulate formation but not 1580.  j4 looked the best during the stir period.  7878 jars showed the fastest settling,0.43622920517560076
113,July 2022(D),2022-08-03,settling test - use slurry procedure with 20% sludge,July 2022(D)_19,4,7878,1.0,18114,15.0,15 ppm:18114   1 ppm:7878,147.0,2,541.0,132.0,409.0,18114 jars all showed a particulate formation but not 1580.  j4 looked the best during the stir period.  7878 jars showed the fastest settling,0.7282809611829945
114,July 2022(D),2022-08-03,settling test - use slurry procedure with 20% sludge,July 2022(D)_19,5,61610,1.0,1580,15.0,15 ppm:1580   1 ppm:61610,216.0,3,541.0,132.0,409.0,18114 jars all showed a particulate formation but not 1580.  j4 looked the best during the stir period.  7878 jars showed the fastest settling,0.600739371534196
115,July 2022(D),2022-08-03,settling test - use slurry procedure with 20% sludge,July 2022(D)_19,6,61610,1.0,18114,15.0,15 ppm:18114   1 ppm:61610,132.0,1,541.0,132.0,409.0,18114 jars all showed a particulate formation but not 1580.  j4 looked the best during the stir period.  7878 jars showed the fastest settling,0.756007393715342
2,2021 Summer(D),2021-08-17,Composite,2021 Summer(D)_1,1,blank,0.0,blank,0.0,0 ppm:blank   0 ppm:blank,107.0,6,107.0,9.39,97.61,there is a particle size incease with 2495 vs all of the other jars.  Also settles fastest with best water clarity,
3,2021 Summer(D),2021-08-17,Composite,2021 Summer(D)_1,2,blank,0.0,1252,10.0,10 ppm:1252   0 ppm:blank,76.0,4,107.0,9.39,97.61,there is a particle size incease with 2495 vs all of the other jars.  Also settles fastest with best water clarity,
4,2021 Summer(D),2021-08-17,Composite,2021 Summer(D)_1,3,blank,0.0,2537,10.0,10 ppm:2537   0 ppm:blank,67.5,2,107.0,9.39,97.61,there is a particle size incease with 2495 vs all of the other jars.  Also settles fastest with best water clarity,
5,2021 Summer(D),2021-08-17,Composite,2021 Summer(D)_1,4,blank,0.0,2495,10.0,10 ppm:2495   0 ppm:blank,9.39,1,107.0,9.39,97.61,there is a particle size incease with 2495 vs all of the other jars.  Also settles fastest with best water clarity,
6,2021 Summer(D),2021-08-17,Composite,2021 Summer(D)_1,5,blank,0.0,17650,10.0,10 ppm:17650   0 ppm:blank,71.5,3,107.0,9.39,97.61,there is a particle size incease with 2495 vs all of the other jars.  Also settles fastest with best water clarity,
7,2021 Summer(D),2021-08-17,Composite,2021 Summer(D)_1,6,blank,0.0,8190,10.0,10 ppm:8190   0 ppm:blank,96.6,5,107.0,9.39,97.61,there is a particle size incease with 2495 vs all of the other jars.  Also settles fastest with best water clarity,
8,2021 Summer(D),2021-08-17,Composite,2021 Summer(D)_2,1,blank,0.0,blank,0.0,0 ppm:blank   0 ppm:blank,133.0,6,133.0,11.7,121.3,"particle size increase with floc increase, fw during stir period in j5&6. very similar behaviour from Oct testing.  This is a good product combo in terms of water quality",
9,2021 Summer(D),2021-08-17,Composite,2021 Summer(D)_2,2,2531,0.2,1252,10.0,10 ppm:1252   0.2 ppm:2531,79.0,5,133.0,11.7,121.3,"particle size increase with floc increase, fw during stir period in j5&6. very similar behaviour from Oct testing.  This is a good product combo in terms of water quality",
10,2021 Summer(D),2021-08-17,Composite,2021 Summer(D)_2,3,2531,0.4,1252,10.0,10 ppm:1252   0.4 ppm:2531,51.8,4,133.0,11.7,121.3,"particle size increase with floc increase, fw during stir period in j5&6. very similar behaviour from Oct testing.  This is a good product combo in terms of water quality",
11,2021 Summer(D),2021-08-17,Composite,2021 Summer(D)_2,4,2531,0.6,1252,10.0,10 ppm:1252   0.6 ppm:2531,29.9,3,133.0,11.7,121.3,"particle size increase with floc increase, fw during stir period in j5&6. very similar behaviour from Oct testing.  This is a good product combo in terms of water quality",
12,2021 Summer(D),2021-08-17,Composite,2021 Summer(D)_2,5,2531,0.8,1252,10.0,10 ppm:1252   0.8 ppm:2531,21.8,2,133.0,11.7,121.3,"particle size increase with floc increase, fw during stir period in j5&6. very similar behaviour from Oct testing.  This is a good product combo in terms of water quality",
13,2021 Summer(D),2021-08-17,Composite,2021 Summer(D)_2,6,2531,1.0,1252,10.0,10 ppm:1252   1 ppm:2531,11.7,1,133.0,11.7,121.3,"particle size increase with floc increase, fw during stir period in j5&6. very similar behaviour from Oct testing.  This is a good product combo in terms of water quality",
14,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_3,1,blank,0.0,blank,0.0,0 ppm:blank   0 ppm:blank,91.0,6,91.0,6.22,84.78,"particle size increase with floc increase, fw during stir period in j5&6. very similar behaviour from Oct testing.  This is a good product combo in terms of water quality",
15,2021 Summer(D),2021-08-18,Composite,2021 Summer(D)_3,2,2531,0.5,1252,10.0,10 ppm:1252   0.5 ppm:2531,43.2,3,91.0,6.22,84.78,"particle size increase with floc increase, fw during stir period in j5&6. very similar behaviour from Oct testing.  This is a good product combo in terms of water quality",
